title,doctype,keywords,collection,docno,relasedec,origclass,pagect,doccreation,docrelease,seqno,caseno,pubdate,file
CURRENT INTELLIGENCE BULLETIN - 1952/01/27,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02046534,RIPPUB,U,7,"May 24, 2019","May 30, 2019",,,"January 27, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638390%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/08/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03004991,RIPPUB,U,12,"February 25, 2020","February 27, 2020",,,"August 18, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787757%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/08/13,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03448347,RIPPUB,U,9,"September 20, 2019","September 26, 2019",,,"August 13, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722032%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/05/20,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03194446,RIPPUB,U,6,"September 20, 2019","September 26, 2019",,,"May 20, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722757%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/06/21,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03194477,RIPPUB,U,6,"September 20, 2019","September 26, 2019",,,"June 21, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722795%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/12/21,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03184087,RIPPUB,U,12,"December 12, 2019","December 20, 2019",,,"December 21, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757362%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/02/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02026613,RIPPUB,U,21,"August 14, 2020","August 27, 2020",,,"February 23, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815764%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/06/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03194476,RIPPUB,U,18,"January 27, 2020","January 30, 2020",,,"June 23, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772457%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/12/05,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02051352,RIPPUB,U,7,"June 6, 2019","June 27, 2019",,,"December 5, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15653055%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/04/16,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03156036,RIPPUB,U,14,"February 25, 2020","February 27, 2020",,,"April 16, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787435%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/04/15,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02893549,RIPPUB,U,6,"July 15, 2019","July 22, 2019",,,"April 15, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671640%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/08/11,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03000925,RIPPUB,U,7,"August 20, 2019","August 30, 2019",,,"August 11, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706776%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/11/10,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02995584,RIPPUB,U,13,"September 20, 2019","September 26, 2019",,,"November 10, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15721915%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/02/06,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02046540,RIPPUB,U,5,"May 24, 2019","May 30, 2019",,,"February 6, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638556%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/07/29,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03015178,RIPPUB,U,8,"October 25, 2019","October 31, 2019",,,"July 29, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15741993%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/04/23,SPECIALCOLLECTION,2018 Sanitization,Current/Central Intelligence Bulletin Collection,03155136,RIPPUB,U,15,"January 27, 2020","January 30, 2020",,,"April 23, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772466%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/06/05,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02929520,RIPPUB,U,7,"July 15, 2019","July 22, 2019",,,"June 5, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671677%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/06/15,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02046573,RIPPUB,U,7,"May 24, 2019","May 30, 2019",,,"June 15, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638387%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/07/19,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03169501,RIPPUB,U,21,"January 27, 2020","January 30, 2020",,,"July 19, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777411%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/06/30,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03180496,RIPPUB,U,12,"January 27, 2020","January 30, 2020",,,"June 30, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772409%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/05/28,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02901121,RIPPUB,U,5,"July 15, 2019","July 22, 2019",,,"May 28, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671696%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/05/04,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02692632,RIPPUB,U,7,"May 24, 2019","May 30, 2019",,,"May 4, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638408%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/07/26,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03169396,RIPPUB,U,14,"December 12, 2019","December 20, 2019",,,"July 26, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757582%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/03/29,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02001973,RIPPUB,U,24,"August 14, 2020","August 27, 2020",,,"March 29, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815773%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/11/20,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02989932,RIPPUB,U,13,"February 25, 2020","February 27, 2020",,,"November 20, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787628%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/08/15,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03193798,RIPPUB,U,10,"October 25, 2019","October 31, 2019",,,"August 15, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15742039%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/09/26,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03183783,RIPPUB,U,8,"October 25, 2019","October 31, 2019",,,"September 26, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15742040%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/10/04,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02733146,RIPPUB,U,6,"April 15, 2019","April 22, 2019",,,"October 4, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15603077%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/08/02,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03160560,RIPPUB,U,16,"March 17, 2020","March 26, 2020",,,"August 2, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798758%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/10/04,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03015181,RIPPUB,U,12,"October 25, 2019","October 31, 2019",,,"October 4, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15741975%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/12/14,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03009181,RIPPUB,U,7,"August 20, 2019","August 30, 2019",,,"December 14, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706814%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/08/19,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02872260,RIPPUB,U,6,"July 15, 2019","July 22, 2019",,,"August 19, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677943%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/09/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03003517,RIPPUB,U,8,"December 12, 2019","December 20, 2019",,,"September 18, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757428%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/06/28,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03180495,RIPPUB,U,12,"January 27, 2020","January 30, 2020",,,"June 28, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772453%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/01/28,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02026912,RIPPUB,U,7,"July 15, 2019","July 22, 2019",,,"January 28, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671657%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/06/22,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03191553,RIPPUB,U,15,"February 25, 2020","February 27, 2020",,,"June 22, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787543%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/01/17,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03015196,RIPPUB,U,18,"January 27, 2020","January 30, 2020",,,"January 17, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772430%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/09/24,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02996634,RIPPUB,U,13,"January 27, 2020","January 30, 2020",,,"September 24, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777288%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/05/27,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02985838,RIPPUB,U,12,"February 25, 2020","February 27, 2020",,,"May 27, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787494%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/02/07,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02020575,RIPPUB,U,12,"July 15, 2019","July 22, 2019",,,"February 7, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671723%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/11/03,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03017643,RIPPUB,U,9,"August 20, 2019","August 30, 2019",,,"November 3, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706843%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/01/03,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02008404,RIPPUB,U,7,"May 24, 2019","May 30, 2019",,,"January 3, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638379%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/11/06,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03150405,RIPPUB,U,9,"December 12, 2019","December 20, 2019",,,"November 6, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757497%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/04/29,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03155137,RIPPUB,U,13,"January 27, 2020","January 30, 2020",,,"April 29, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772395%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/10/10,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03170432,RIPPUB,U,7,"October 25, 2019","October 31, 2019",,,"October 10, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15742019%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/12/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03000006,RIPPUB,U,16,"January 27, 2020","January 30, 2020",,,"December 18, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777365%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/08/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03000931,RIPPUB,U,6,"August 20, 2019","August 30, 2019",,,"August 18, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706757%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/02/28,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03023204,RIPPUB,U,14,"February 25, 2020","February 27, 2020",,,"February 28, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787550%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/07/03,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02987876,RIPPUB,U,17,"January 27, 2020","January 30, 2020",,,"July 3, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777386%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/04/25,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03006375,RIPPUB,U,8,"August 20, 2019","August 30, 2019",,,"April 25, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689608%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/07/20,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,05973568,RIPPUB,U,8,"June 6, 2019","June 27, 2019",,,"July 20, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15652953%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/05/02,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03160447,RIPPUB,U,9,"December 12, 2019","December 20, 2019",,,"May 2, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755593%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/06/10,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02929524,RIPPUB,U,7,"July 15, 2019","July 22, 2019",,,"June 10, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671793%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/10/29,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02020566,RIPPUB,U,6,"June 6, 2019","June 27, 2019",,,"October 29, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15653099%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/01/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02063768,RIPPUB,U,9,"September 20, 2019","September 26, 2019",,,"January 18, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722663%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/04/06,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03160440,RIPPUB,U,13,"December 12, 2019","December 20, 2019",,,"April 6, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755720%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/11/04,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03002346,RIPPUB,U,8,"September 20, 2019","September 26, 2019",,,"November 4, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722054%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/09/25,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02996635,RIPPUB,U,20,"January 27, 2020","January 30, 2020",,,"September 25, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777296%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/07/01,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03004637,RIPPUB,U,11,"March 17, 2020","March 26, 2020",,,"July 1, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15799000%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/02/13,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02050117,RIPPUB,U,9,"July 15, 2019","July 22, 2019",,,"February 13, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671638%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/01/16,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02046525,RIPPUB,U,8,"May 24, 2019","May 30, 2019",,,"January 16, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638422%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/07/17,SPECIALCOLLECTION,2018 Sanitization,Current/Central Intelligence Bulletin Collection,03169500,RIPPUB,U,21,"January 27, 2020","January 30, 2020",,,"July 17, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777391%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/10/27,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02739299,RIPPUB,U,10,"April 15, 2019","April 22, 2019",,,"October 27, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15603085%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/12/09,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03003756,RIPPUB,U,6,"July 15, 2019","July 22, 2019",,,"December 9, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677459%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/11/04,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,06232630,RIPPUB,U,12,"January 27, 2020","January 30, 2020",,,"November 4, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777389%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/11/21,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03148923,RIPPUB,U,8,"February 25, 2020","February 27, 2020",,,"November 21, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787663%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/06/10,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02993104,RIPPUB,U,17,"January 27, 2020","January 30, 2020",,,"June 10, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772359%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/04/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02064584,RIPPUB,U,7,"May 24, 2019","May 30, 2019",,,"April 18, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638352%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/01/31,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02000185,RIPPUB,U,20,"August 14, 2020","August 27, 2020",,,"January 31, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815598%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/08/16,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,05973592,RIPPUB,U,7,"June 6, 2019","June 27, 2019",,,"August 16, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15653061%5D.pdf
