title,doctype,keywords,collection,docno,relasedec,origclass,pagect,doccreation,docrelease,seqno,caseno,pubdate,file
CENTRAL INTELLIGENCE BULLETIN - 1960/03/09,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03004996,RIPPUB,U,11,"March 17, 2020","March 26, 2020",,,"March 9, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798774%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/04/21,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02893554,RIPPUB,U,7,"July 15, 2019","July 22, 2019",,,"April 21, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671689%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/10/06,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02998381,RIPPUB,U,20,"January 27, 2020","January 30, 2020",,,"October 6, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777297%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/03/13,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02993992,RIPPUB,U,8,"August 20, 2019","August 30, 2019",,,"March 13, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689525%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/06/26,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03448316,RIPPUB,U,9,"September 20, 2019","September 26, 2019",,,"June 26, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722728%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/03/24,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03162012,RIPPUB,U,9,"September 20, 2019","September 26, 2019",,,"March 24, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722780%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/12/01,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03007350,RIPPUB,U,13,"February 25, 2020","February 27, 2020",,,"December 1, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787630%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/05/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02684299,RIPPUB,U,6,"May 24, 2019","May 30, 2019",,,"May 23, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638454%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/06/10,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02003068,RIPPUB,U,9,"March 18, 2019","March 28, 2019",,,"June 10, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15587371%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/10/02,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03148919,RIPPUB,U,6,"December 12, 2019","December 20, 2019",,,"October 2, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757332%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/07/21,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02623657,RIPPUB,U,9,"April 15, 2019","April 22, 2019",,,"July 21, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15603124%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/09/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03160570,RIPPUB,U,20,"March 17, 2020","March 26, 2020",,,"September 23, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798998%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/02/09,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02046542,RIPPUB,U,9,"May 24, 2019","May 30, 2019",,,"February 9, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638388%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/09/03,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03163352,RIPPUB,U,13,"February 25, 2020","February 27, 2020",,,"September 3, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787647%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/05/01,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03163331,RIPPUB,U,15,"February 25, 2020","February 27, 2020",,,"May 1, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787465%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/10/26,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03161870,RIPPUB,U,13,"October 25, 2019","October 31, 2019",,,"October 26, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15742084%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/11/08,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03002349,RIPPUB,U,9,"September 20, 2019","September 26, 2019",,,"November 8, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722004%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/06/20,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03194469,RIPPUB,U,21,"January 27, 2020","January 30, 2020",,,"June 20, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772477%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/11/07,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,06232633,RIPPUB,U,14,"January 27, 2020","January 30, 2020",,,"November 7, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777364%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/02/27,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03174754,RIPPUB,U,6,"September 20, 2019","September 26, 2019",,,"February 27, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722713%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/03/20,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02001970,RIPPUB,U,20,"August 14, 2020","August 27, 2020",,,"March 20, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815539%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/06/24,SPECIALCOLLECTION,2018 Sanitization,Current/Central Intelligence Bulletin Collection,03194478,RIPPUB,U,15,"January 27, 2020","January 30, 2020",,,"June 24, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772361%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/08/31,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03172472,RIPPUB,U,6,"January 27, 2020","January 30, 2020",,,"August 31, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777388%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/01/09,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02027255,RIPPUB,U,8,"September 20, 2019","September 26, 2019",,,"January 9, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722794%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/09/19,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03184168,RIPPUB,U,13,"March 17, 2020","March 26, 2020",,,"September 19, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798990%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/10/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02970157,RIPPUB,U,6,"July 15, 2019","July 22, 2019",,,"October 18, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677509%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/11/25,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,06232648,RIPPUB,U,13,"January 27, 2020","January 30, 2020",,,"November 25, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777402%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/01/13,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03180487,RIPPUB,U,11,"December 12, 2019","December 20, 2019",,,"January 13, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755564%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/08/15,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,05973591,RIPPUB,U,8,"June 6, 2019","June 27, 2019",,,"August 15, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15652984%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/11/02,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02018007,RIPPUB,U,7,"June 6, 2019","June 27, 2019",,,"November 2, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15653045%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/08/05,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03185130,RIPPUB,U,14,"October 25, 2019","October 31, 2019",,,"August 5, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15742087%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/12/17,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03000005,RIPPUB,U,17,"January 27, 2020","January 30, 2020",,,"December 17, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777369%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/05/29,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02046571,RIPPUB,U,6,"May 24, 2019","May 30, 2019",,,"May 29, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638373%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/09/15,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03000941,RIPPUB,U,9,"August 20, 2019","August 30, 2019",,,"September 15, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706845%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/12/27,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02988538,RIPPUB,U,11,"December 12, 2019","December 20, 2019",,,"December 27, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757400%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/08/21,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,05973596,RIPPUB,U,7,"June 6, 2019","June 27, 2019",,,"August 21, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15652960%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/06/12,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03185641,RIPPUB,U,17,"January 27, 2020","January 30, 2020",,,"June 12, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772407%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/06/05,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02016348,RIPPUB,U,7,"May 24, 2019","May 30, 2019",,,"June 5, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638374%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/03/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02058865,RIPPUB,U,7,"August 20, 2019","August 30, 2019",,,"March 23, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689591%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/11/22,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02739316,RIPPUB,U,8,"April 15, 2019","April 22, 2019",,,"November 22, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15603842%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/05/25,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03169421,RIPPUB,U,7,"December 12, 2019","December 20, 2019",,,"May 25, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755682%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/03/15,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02050135,RIPPUB,U,6,"July 15, 2019","July 22, 2019",,,"March 15, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671774%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/05/04,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02026941,RIPPUB,U,8,"August 20, 2019","August 30, 2019",,,"May 4, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689652%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/11/25,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03148924,RIPPUB,U,9,"February 25, 2020","February 27, 2020",,,"November 25, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787660%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/07/14,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02989909,RIPPUB,U,11,"February 25, 2020","February 27, 2020",,,"July 14, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787752%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/07/21,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02989911,RIPPUB,U,14,"February 25, 2020","February 27, 2020",,,"July 21, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787697%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/10/04,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02869422,RIPPUB,U,8,"July 15, 2019","July 22, 2019",,,"October 4, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677486%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/11/13,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03003738,RIPPUB,U,7,"July 15, 2019","July 22, 2019",,,"November 13, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677546%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/12/11,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03020460,RIPPUB,U,12,"September 20, 2019","September 26, 2019",,,"December 11, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722081%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/06/03,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03020488,RIPPUB,U,10,"October 25, 2019","October 31, 2019",,,"June 3, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15740114%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/04/26,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02733121,RIPPUB,U,8,"March 18, 2019","March 28, 2019",,,"April 26, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15587426%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/04/28,SPECIALCOLLECTION,2018 Sanitization,Current/Central Intelligence Bulletin Collection,03190720,RIPPUB,U,18,"January 27, 2020","January 30, 2020",,,"April 28, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772468%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/03/03,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02993990,RIPPUB,U,7,"August 20, 2019","August 30, 2019",,,"March 3, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689389%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/02/16,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02698154,RIPPUB,U,8,"May 24, 2019","May 30, 2019",,,"February 16, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638366%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/09/24,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02869414,RIPPUB,U,6,"July 15, 2019","July 22, 2019",,,"September 24, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677510%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/06/05,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02003067,RIPPUB,U,6,"March 18, 2019","March 28, 2019",,,"June 5, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15587379%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/10/27,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02977800,RIPPUB,U,13,"March 17, 2020","March 26, 2020",,,"October 27, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15799027%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/02/01,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03157477,RIPPUB,U,6,"October 25, 2019","October 31, 2019",,,"February 1, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15740153%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/12/04,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02739322,RIPPUB,U,7,"April 15, 2019","April 22, 2019",,,"December 4, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15603129%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/04/29,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02003054,RIPPUB,U,10,"March 18, 2019","March 28, 2019",,,"April 29, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15587392%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/01/30,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02977765,RIPPUB,U,22,"March 17, 2020","March 26, 2020",,,"January 30, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798933%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/04/12,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03179285,RIPPUB,U,12,"March 17, 2020","March 26, 2020",,,"April 12, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798855%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/09/05,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02989920,RIPPUB,U,17,"February 25, 2020","February 27, 2020",,,"September 5, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787754%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/10/19,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03002332,RIPPUB,U,6,"September 20, 2019","September 26, 2019",,,"October 19, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722001%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/03/13,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02001968,RIPPUB,U,18,"August 14, 2020","August 27, 2020",,,"March 13, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815558%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/07/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03172425,RIPPUB,U,20,"January 27, 2020","January 30, 2020",,,"July 18, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777283%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/08/14,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,05973590,RIPPUB,U,10,"June 6, 2019","June 27, 2019",,,"August 14, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15653018%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/04/09,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03177887,RIPPUB,U,16,"March 17, 2020","March 26, 2020",,,"April 9, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798790%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/04/01,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03176570,RIPPUB,U,9,"May 24, 2019","May 30, 2019",,,"April 1, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638347%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/02/19,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03173541,RIPPUB,U,14,"March 17, 2020","March 26, 2020",,,"February 19, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15799038%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/07/16,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03190725,RIPPUB,U,12,"February 25, 2020","February 27, 2020",,,"July 16, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787671%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/11/04,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03003733,RIPPUB,U,5,"July 15, 2019","July 22, 2019",,,"November 4, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677488%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/02/10,SPECIALCOLLECTION,2018 Sanitization,Current/Central Intelligence Bulletin Collection,03161993,RIPPUB,U,11,"December 12, 2019","December 20, 2019",,,"February 10, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755645%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/05/05,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03181206,RIPPUB,U,9,"September 20, 2019","September 26, 2019",,,"May 5, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722718%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/03/21,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02050140,RIPPUB,U,5,"July 15, 2019","July 22, 2019",,,"March 21, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671720%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/07/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02872244,RIPPUB,U,7,"July 15, 2019","July 22, 2019",,,"July 23, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15677483%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/02/29,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03177885,RIPPUB,U,12,"March 17, 2020","March 26, 2020",,,"February 29, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798778%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/11/27,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02020570,RIPPUB,U,8,"June 6, 2019","June 27, 2019",,,"November 27, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15653047%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/02/13,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03150406,RIPPUB,U,10,"December 12, 2019","December 20, 2019",,,"February 13, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755611%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/09/14,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02745277,RIPPUB,U,10,"April 15, 2019","April 22, 2019",,,"September 14, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15603086%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/08/09,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03436120,RIPPUB,U,7,"September 20, 2019","September 26, 2019",,,"August 9, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15721903%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/04/04,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02014428,RIPPUB,U,7,"March 18, 2019","March 28, 2019",,,"April 4, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15587397%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/11/16,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03178385,RIPPUB,U,25,"October 25, 2019","October 31, 2019",,,"November 16, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15742407%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/01/30,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03161985,RIPPUB,U,8,"December 12, 2019","December 20, 2019",,,"January 30, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755699%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/05/12,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02733125,RIPPUB,U,8,"March 18, 2019","March 28, 2019",,,"May 12, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15587343%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/04/14,SPECIALCOLLECTION,2018 Sanitization,Current/Central Intelligence Bulletin Collection,03160444,RIPPUB,U,8,"December 12, 2019","December 20, 2019",,,"April 14, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755584%5D.pdf
